PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000073700 uM,Activity at 0.0000311978 uM,Activity at 0.0000755538 uM,Activity at 0.0001700784 uM,Activity at 0.0003537877 uM,Activity at 0.0007609388 uM,Activity at 0.00133 uM,Activity at 0.00267 uM,Activity at 0.00634 uM,Activity at 0.00855 uM,Activity at 0.017 uM,Activity at 0.041 uM,Activity at 0.071 uM,Activity at 0.179 uM,Activity at 0.354 uM,Activity at 0.663 uM,Activity at 1.576 uM,Activity at 1.933 uM,Activity at 5.110 uM,Activity at 9.286 uM,Activity at 17.35 uM,Activity at 44.46 uM,Activity at 93.38 uM,Activity at 162.7 uM,Compound QC
9408,363680399,5311381,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386693-01/223519047,,Inhibitor,20.5962,98.7246,,10,Single point of activity,-4.6862,3.6772,0.9902,-94.1297,4.5948,-3,0 0 0 0 0 0 0,-89.138,,,,,,,,8.0711,,,0,,4.9133,,8.9654,,,0,,0,,-89.138,,,QC'd by Axon Medchem
9409,363680400,44516911,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386694-01/220904873,,Inactive,,,,0,,,,,0,0,4,,-4.7583,,,,,,,,-4.7049,,,3.048,,-1.2985,,-5.9782,,,-0.6657,,-8.5506,,-4.7583,,,QC'd by Axon Medchem
9410,363680401,9845201,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386695-02/220904845,,Inhibitor,23.1093,38.2025,,10,Partial curve; partial efficacy; poor fit,-4.6362,1.5386,0.9378,-36.2025,2,-2.4,0 0 0 0 0 0 0,-26.8354,,,,,,,,8.0901,,,0,,2.0663,,0,,,0,,-5.2143,,-26.8354,,,QC'd by Tocris
9411,363680402,11210285,Active,90,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386697-01/220903680,,Inhibitor,0.2311,97.7544,,90,Complete curve; high efficacy,-6.6362,2.4729,0.9974,-92.0739,5.6806,-1.1,0 0 0 0 0 0 0,-94.1451,,,,,,,,1.8654,,,9.1382,,0,,-69.9336,,,-89.7208,,-90.8779,,-94.1451,,,QC'd by Axon Medchem
9412,363680403,11387605,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386698-03/220907532,,Inactive,,,,0,,-7.9492,4.9549,0.3452,-2.4909,3,4,0 0 0 0 0 0 0,-1.6462,,,,,,,2.7286,,,2.5338,,-4.8155,,-2.0346,,-8.3258,,,3.5524,,-1.6462,,,,QC'd by Adooq
9413,363680404,5327044,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386701-02/220904450,,Inhibitor,23.1093,105.8541,,10,Single point of activity,-4.6362,3.6772,0.9962,-102.7831,3.0709,-3,0 0 0 0 0 0 0,-95.1696,,,,,,,,7.1953,,,1.0538,,3.8213,,3.1174,,,0,,0,,-95.1696,,,QC'd by Chemdea
9414,363680405,10298385,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386702-01/220904084,,Inactive,,,,0,,,,,0,0,4,,4.9335,,,,,,,,0,,,3.5918,,5.4711,,0,,,0,,0,,4.9335,,,QC'd by Axon Medchem
9415,363680406,25182468,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386703-01/220903599,,Inhibitor,29.0929,107.3634,,10,Single point of activity,-4.5362,4.9549,0.9999,-107.0609,0.3025,-3,0 0 0 0 0 0 0,-96.9755,,,,,,,,0,,,0,,0,,0,,,0,,0,,-96.9755,,,QC'd by Axon Medchem
9416,363680407,59634741,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386704-01/220904940,,Inactive,,,,0,,,,,0,0,4,,-0.6895,,,,,,,,6.5672,,,8.0239,,7.642,,0,,,2.5693,,4.3377,,-0.6895,,,QC'd by Axon Medchem
9417,363680408,44476535,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386705-01/220903912,,Inhibitor,29.0929,74.5614,,10,Single point of activity,-4.5362,4.9549,0.9716,-70.2054,4.3559,-3,0 0 0 0 0 0 0,-63.3381,,,,,,,,8.9157,,,0.3431,,9.5433,,0,,,0,,7.7206,,-63.3381,,,QC'd by Axon Medchem
9418,363680409,9885305,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386708-02/220903745,,Inactive,,,,0,,,,,0,0,4,,0.8402,,,,,,,5.9593,,,0,,0,,0,,0,,,9.9737,,0.8402,,,,QC'd by Tocris
9419,363680410,67324851,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386712-01/220904001,,Inactive,,,,0,,-4.4862,4.9549,0.724,-8.5818,3,4,0 0 0 0 0 0 0,-6.7348,,,,,,,,6.3735,,,4.5737,,0,,0.5998,,,1.9454,,3.9879,,-6.7348,,,QC'd by Axon Medchem
9420,363680411,25199517,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386713-03/220904716,,Inhibitor,2.0596,80.5605,,10,Complete curve; high efficacy; poor fit,-5.6862,3.5117,0.8906,-89.799,-9.2386,-1.3,0 0 0 0 0 0 0,-92.3858,,,,,,,,-10.4013,,,-37.5593,,0,,0,,,-40.3002,,-87.3694,,-92.3858,,,QC'd by Glixx
9421,363680412,10090750,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386714-01/220903382,,Inhibitor,23.1093,97.4009,,10,Single point of activity,-4.6362,4.9549,0.9993,-96.4766,0.9244,-3,0 0 0 0 0 0 0,-93.485,,,,,,,,0,,,0,,0,,2.2711,,,2.012,,0,,-93.485,,,QC'd by Axon Medchem
9422,363680413,59004159,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386715-01/220904875,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,1.2587,,,0.4999,,4.4766,,0,,,5.9642,,3.4932,,0,,,QC'd by Axon Medchem
9423,363680414,57342036,Active,85,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386716-01/223519418,,Inhibitor,2.9093,95.379,,85,Complete curve; high efficacy,-5.5362,4.5045,0.9943,-91.3593,4.0197,-1.1,0 0 0 0 0 0 0,-91.7262,,,,,,,,8.1855,,,0,,8.7661,,0,,,-6.4869,,-90.6867,,-91.7262,,,QC'd by Axon Medchem
9424,363680415,9826309,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386720-01/220903310,,Inactive,,,,0,,-5.3362,4.9549,0.4569,4.5,-3.1927,4,0 0 0 0 0 0 0,1.9373,,,,,,,,-6.2512,,,-2.7542,,1.2178,,1.1453,,,-8.4939,,6.5751,,1.9373,,,QC'd by Axon Medchem
9425,363680416,53344620,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386721-01/223519697,,Inactive,,,,0,,-6.8362,4.9549,0.896,-0.3899,8.5,4,0 0 0 0 0 0 1,6.138,,,,,,,,7.4957,,,9.1723,,8.7175,,-1.9916,,,-0.9412,,2.4556,,6.138,,,QC'd by Axon Medchem
9426,363680417,135536943,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386722-01/220903718,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0,,,5.907,,6.2945,,0,,,5.2901,,0,,0,,,QC'd by Axon Medchem
9427,363680418,59448236,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386723-01/220904131,,Inactive,,,,0,,-5.3362,4.9549,0.7279,-6.905,2,4,0 0 0 0 0 0 0,-5.4075,,,,,,,,4.916,,,0,,0,,0,,,6.2068,,-8.6709,,-5.4075,,,QC'd by Axon Medchem
9428,363680419,71306373,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386724-03/220902959,,Inactive,,,,0,,,,,0,0,4,,7.4489,,,,,,,,0,,,0,,9.9179,,0,,,7.7327,,0,,7.4489,,,QC'd by MedChem Express
9429,363680420,11676119,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386726-01/223519426,,Inactive,,,,0,,-4.8862,2.4064,0.4568,-6.1087,3,4,0 0 0 0 0 0 0,-5.5072,,,,,,,,0,,,0,,0,,7.5073,,,8.4275,,0,,-5.5072,,,QC'd by Axon Medchem
9430,363680421,9805004,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386729-01/220902913,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0,,,5.9374,,3.3361,,7.6596,,,0,,4.9563,,0,,,QC'd by Axon Medchem
9431,363680422,9811357,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386732-01/220904383,,Inactive,,,,0,,-4.8862,1.111,0.4297,-6.569,3.5,4,0 0 0 0 0 0 0,-4.6408,,,,,,,,0,,,5.947,,0,,9.4822,,,0,,0,,-4.6408,,,QC'd by Axon Medchem
9432,363680423,12001922,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386733-02/220904755,,Inhibitor,25.929,105.9709,,10,Single point of activity,-4.5862,4.095,0.9925,-104.4183,1.5526,-3,0 0 0 0 0 0 0,-95.0986,,,,,,,,1.0864,,,-0.264,,-0.6673,,8.4077,,,-0.6387,,0.1477,,-95.0986,,,QC'd by Tocris
9433,363680424,24894064,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386734-01/220904602,,Inhibitor,29.0929,98.1034,,10,Single point of activity,-4.5362,4.9549,0.9856,-92.7799,5.3235,-3,0 0 0 0 0 0 0,-83.5855,,,,,,,,7.2519,,,0,,9.9435,,4.4141,,,0,,8.98,,-83.5855,,,QC'd by Axon Medchem
9434,363680425,11965767,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386735-01/220902933,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,4.4572,,,9.7971,,0.1026,,0,,,0,,4.3272,,0,,,QC'd by Axon Medchem
9435,363680426,9843028,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386738-02/220903270,,Inhibitor,20.5962,81.2516,,10,Single point of activity,-4.6862,4.9549,0.9865,-79.5262,1.7253,-3,0 0 0 0 0 0 0,-78.0932,,,,,,,,0,,,9.6537,,0,,0,,,0,,0,,-78.0932,,,QC'd by Tocris
9436,363680427,1341463,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386739-01/220903343,,Inhibitor,16.3601,43.1896,,10,Single point of activity,-4.7862,2.3332,0.9472,-38.6896,4.5,-3,0 0 0 0 0 0 0,-34.8751,,,,,,,,0,,,0,,7.9426,,8.5201,,,6.1105,,-5.0266,,-34.8751,,,QC'd by Axon Medchem
9437,363680428,10430183,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386743-01/220903673,,Inactive,,,,0,,-4.4862,4.9549,0.6559,-12.8351,3.5,4,0 0 0 0 0 0 0,-10.2792,,,,,,,,0,,,0,,0,,6.0804,,,9.8241,,4.177,,-10.2792,,,QC'd by Axon Medchem
9438,363680429,10362099,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386744-01/220904609,,Inactive,,,,0,,,,,0,0,4,,8.626,,,,,,,,4.1991,,,6.6336,,0,,7.3935,,,6.652,,-0.5312,,8.626,,,QC'd by Axon Medchem
9439,363680430,25065981,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386745-04/220904652,,Inactive,,,,0,,,,,0,0,4,,7.2515,,,,,,,,5.0284,,,0,,0,,5.8915,,,0,,0,,7.2515,,,QC'd by Glixx
9440,363680431,53354764,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386746-01/220903837,,Inactive,,,,0,,,,,0,0,4,,2.0294,,,,,,,,0,,,0,,8.5816,,9.5619,,,-3.8564,,4.5084,,2.0294,,,QC'd by Axon Medchem
9441,363680432,73777259,Active,84,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386747-06/223519010,,Inhibitor,3.2643,84.1278,,84,Complete curve; high efficacy,-5.4862,3.6772,0.9925,-81.2782,2.8496,-1.1,0 0 0 0 0 0 0,-84.6648,,,,,,,,6.1108,,,-0.9729,,6.8387,,-0.0272,,,-6.6175,,-76.1473,,-84.6648,,,QC'd by Glixx
9442,363680434,11667240,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386753-04/220904504,,Inactive,,,,0,,-7.2862,4.9549,0.7856,1.5,-9.1499,4,1 0 0 0 0 0 0,0.515,,,,,,,,-38.3376,,,-9.2916,,0,,6.1015,,,0,,0.0551,,0.515,,,QC'd by MedChem Express
9443,363680435,56846912,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386754-01/220904563,,Inactive,,,,0,,,,,0,0,4,,2.361,,,,,,,,0,,,0,,0,,0,,,0,,0.7565,,2.361,,,QC'd by Axon Medchem
9444,363680436,24812799,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386755-03/220903671,,Inactive,,,,0,,-4.8362,2.3332,0.7188,-5.6652,3.5,4,0 0 0 0 0 0 0,-5.1377,,,,,,,,3.001,,,2.5561,,0.8078,,7.5395,,,4.6617,,1.0006,,-5.1377,,,QC'd by Glixx
9445,363680437,91826512,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386759-01/220904546,,Inactive,,,,0,,,,,0,0,4,,9.8119,,,,,,,,4.3535,,,0,,0,,0,,,9.8651,,0,,9.8119,,,QC'd by Axon Medchem
9446,363680438,44968267,Active,42,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386761-02/220903274,,Inhibitor,7.3078,79.1434,,42,Partial curve; partial efficacy,-5.1362,3.0654,0.9867,-74.329,4.8144,-2.2,0 0 0 0 0 0 0,-74.8417,,,,,,,,0,,,0,,8.1203,,6.6692,,,8.8703,,-47.623,,-74.8417,,,QC'd by MedChem Express
9447,363680439,46203250,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386762-01/220904170,,Inactive,,,,0,,-7.0362,1.4641,0.8001,7,-2.9284,4,0 0 0 0 0 0 1,-6.4253,,,,,,,,-4.9403,,,0,,0,,6.7229,,,9.7083,,4.0999,,-6.4253,,,QC'd by Axon Medchem
9448,363680440,11705608,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386765-03/220903898,,Inactive,,,,0,,-4.6862,3.6272,0.9724,-27.2234,1.5,4,0 0 0 0 0 0 0,-25.6029,,,,,,,,0.2458,,,2.2069,,0.5001,,5.0254,,,0,,0,,-25.6029,,,QC'd by Glixx
9449,363680441,44593557,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386767-01/220904709,,Inactive,,,,0,,-4.4862,4.9549,0.7523,-13.3709,1,4,0 0 1 0 0 0 0,-11.1424,,,,,,,,-2.8371,,,4.3642,,-37.8865,,3.4676,,,-1.7617,,1.0166,,-11.1424,,,QC'd by Axon Medchem
9450,363680442,1334619,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386768-04/220904835,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,6.6501,,,5.389,,0,,7.368,,,6.4144,,0,,0,,,QC'd by Glixx
9451,363680443,68279301,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386771-01/220904594,,Inactive,,,,0,,,,,0,0,4,,5.103,,,,,,,,0.024,,,3.6714,,3.1194,,0,,,0,,9.2711,,5.103,,,QC'd by Axon Medchem
9452,363680444,53464059,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386772-02/220904115,,Inactive,,,,0,,-4.4862,4.9549,0.8595,-20.2106,3,4,0 0 0 0 0 0 0,-16.8421,,,,,,,,0,,,0,,1.2362,,2.6117,,,4.5918,,8.466,,-16.8421,,,QC'd by Tocris
9453,363680445,25110544,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386816-01/220907498,,Inhibitor,18.3564,99.1758,,10,Single point of activity,-4.7362,3.5722,0.983,-100.196,-1.0202,-3,0 0 0 0 0 0 0,-96.528,,,,,,,,5.4936,,,2.1204,,-6.1329,,1.606,,,-7.8937,,-8.9422,,-96.528,,,QC'd by Evotec
9454,363680446,60210882,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386817-01/220903418,,Inactive,,,,0,,,,,0,0,4,,5.9797,,,,,,,,9.2299,,,4.3093,,1.5017,,2.1305,,,-0.4503,,0,,5.9797,,,QC'd by Evotec
9455,363680447,60167648,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386818-01/220902987,,Inactive,,,,0,,-4.6862,3.6272,0.9319,-26.6491,1.5,4,0 0 0 0 0 0 0,-25.1242,,,,,,,,0,,,0,,7.3895,,0,,,0,,0,,-25.1242,,,QC'd by Evotec
9456,363680448,53239838,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386821-01/220906977,,Inactive,,,,0,,-4.7862,2.4729,0.8754,-26.6041,0,4,0 0 0 0 0 0 0,-24.6701,,,,,,,,-7.0517,,,0,,2.4587,,3.7167,,,1.8874,,-5.145,,-24.6701,,,QC'd by Evotec
9457,363680449,1251584,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386822-01/220903021,,Inactive,,,,0,,-4.7362,2.9523,0.7962,-26.5958,2.5,4,0 0 0 0 0 0 0,-24.6631,,,,,,,,9.8489,,,6.0582,,-3.0695,,-5.0138,,,3.455,,-0.8627,,-24.6631,,,QC'd by Evotec
9458,363680450,4443990,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386825-01/220903206,,Inactive,,,,0,,,,,0,0,4,,6.4547,,,,,,,,0,,,4.2477,,7.2664,,9.5147,,,5.8585,,0,,6.4547,,,QC'd by Evotec
9459,363680451,57391832,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386826-01/220906885,,Inactive,,,,0,,,,,0,0,4,,1.6482,,,,,,,,-0.045,,,0,,-3.6985,,-2.1943,,,-3.0402,,2.8381,,1.6482,,,QC'd by Evotec
9460,363680452,23723882,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386827-01/220903381,,Inactive,,,,0,,-4.4362,4.9549,0.8024,-20.3911,1.5,4,0 0 0 0 0 0 0,-15.3259,,,,,,,,0,,,7.2729,,0,,-0.9702,,,-1.0943,,4.682,,-15.3259,,,QC'd by Evotec
9461,363680453,752812,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386828-02/220904183,,Inactive,,,,0,,-4.4862,4.9549,0.9206,-24.1327,2,4,0 0 0 0 0 0 0,-20.1106,,,,,,,,0,,,0,,0,,4.621,,,0.4392,,5.7219,,-20.1106,,,QC'd by Tocris
9462,363680454,4715615,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386829-01/220903014,,Inhibitor,29.0929,99.3782,,10,Single point of activity,-4.5362,4.9549,1,-99.38,-0.0018,-3,0 0 0 0 0 0 0,-90.0181,,,,,,,,0,,,0,,0,,0,,,0,,0,,-90.0181,,,QC'd by Evotec
9463,363680455,46931017,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386831-01/220902802,,Inhibitor,20.5962,72.0188,,10,Single point of activity,-4.6862,2.0937,0.9782,-70.605,1.4138,-3,0 0 0 0 0 0 0,-59.6709,,,,,,,,1.7041,,,-4.0747,,6.1913,,4.7558,,,-1.2116,,-9.2119,,-59.6709,,,QC'd by Evotec
9464,363680456,56639562,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386836-01/220902765,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0,,,6.3464,,0,,0,,,7.2924,,0,,0,,,QC'd by Evotec
9465,363680457,56592910,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386837-01/220902697,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0.467,,,0,,6.3562,,8.5995,,,0,,6.6806,,0,,,QC'd by Evotec
9466,363680458,49837912,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386838-01/220903661,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,0,,,0,,4.8624,,0,,,8.6378,,0,,0,,,QC'd by Evotec
9467,363680459,53362052,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386839-01/220903223,,Inhibitor,23.1093,98.4709,,10,Single point of activity,-4.6362,4.095,0.9915,-96.285,2.1859,-3,0 0 0 0 0 0 0,-90.6638,,,,,,,,7.477,,,0,,-0.557,,4.6633,,,-1.8255,,0,,-90.6638,,,QC'd by Evotec
9468,363680460,53393835,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386840-01/220902937,,Inactive,,,,0,,,,,0,0,4,,5.0082,,,,,,,,0,,,0,,0,,0,,,2.3152,,0,,5.0082,,,QC'd by Evotec
9469,363680461,44573131,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386841-04/220903230,,Inhibitor,18.3564,95.6078,,10,Single point of activity,-4.7362,4.5045,0.992,-93.9584,1.6494,-3,0 0 0 0 0 0 0,-92.6612,,,,,,,,0,,,5.8448,,5.2798,,-3.6078,,,1.5032,,-2.6153,,-92.6612,,,QC'd by SIGMA
9470,363680462,53364510,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386845-01/220903007,,Inactive,,,,0,,,,,0,0,4,,9.2643,,,,,,,,7.6311,,,0,,0,,0,,,0,,0,,9.2643,,,QC'd by Evotec
9471,363680463,53364533,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386847-02/220904590,,Inactive,,,,0,,-4.4862,4.9549,0.5874,-9.8285,2.5,4,0 0 0 0 0 0 0,-8.1904,,,,,,,,7.715,,,0,,-0.0082,,0,,,0,,6.3382,,-8.1904,,,QC'd by Glixx
9472,363680464,135984461,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386848-01/223519763,,Inactive,,,,0,,,,,0,0,4,,0,,,,,,,,7.7763,,,0,,0,,3.6077,,,0,,5.1663,,0,,,QC'd by Evotec
9473,363680465,53364485,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386849-01/220903299,,Inactive,,,,0,,,,,0,0,4,,1.8722,,,,,,,,0,,,0,,2.4038,,6.896,,,8.3894,,0,,1.8722,,,QC'd by Evotec
9474,363680466,56642816,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386853-05/220903885,,Inactive,,,,0,,,,,0,0,4,,4.7157,,,,,,,,2.0242,,,0,,0,,0,,,9.6465,,4.4311,,4.7157,,,QC'd by Glixx
9475,363680467,56593054,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386857-03/220904252,,Inhibitor,29.0929,47.6883,,10,Single point of activity,-4.5362,4.9549,0.9237,-41.8279,5.8604,-3,0 0 0 0 0 0 0,-37.2402,,,,,,,,9.7273,,,0,,-1.0005,,8.1983,,,9.3946,,9.9672,,-37.2402,,,QC'd by Glixx
9476,363680468,46861530,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386858-01/220907273,,Inactive,,,,0,,-8.2362,1.111,0.3159,1,-16.259,4,0 0 0 0 0 0 0,6.4111,,,,,,,,-11.0785,,,-2.5095,,-3.37,,5.2682,,,6.8226,,-11.8825,,6.4111,,,QC'd by Evotec
9477,363680469,49835877,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386859-01/220903413,,Inactive,,,,0,,,,,0,0,4,,1.1323,,,,,,,,0,,,6.6755,,8.904,,0,,,0,,1.7951,,1.1323,,,QC'd by Evotec
9478,363680470,53384864,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386861-01/220902986,,Inactive,,,,0,,,,,0,0,4,,6.997,,,,,,,,1.8697,,,0,,0.2106,,5.0403,,,0,,0,,6.997,,,QC'd by Evotec
9479,363680471,701237,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386862-01/220906435,,Inactive,,,,0,,-5.1362,4.9549,0.3428,-2.3895,3,4,0 0 0 0 0 0 0,-2.4079,,,,,,,,6.0267,,,0,,0,,0,,,8.0062,,-1.225,,-2.4079,,,QC'd by Evotec
9480,363680472,70679283,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386863-01/220904893,,Inactive,,,,0,,,,,0,0,4,,-1.9014,,,,,,,,1.7303,,,0,,0,,0,,,0,,1.147,,-1.9014,,,QC'd by Evotec
9481,363680473,23723457,Inactive,0,http://assay.nih.gov/htsws/rest/display/mdr-p4-KB-3-1-mipe-npact/NCGC00386865-03/220903730,,Inactive,,,,0,,-4.5362,2.6384,0.975,-23.2875,1,4,0 0 0 0 0 0 0,-17.7396,,,,,,,,1.9692,,,0,,2.9208,,0,,,0,,0,,-17.7396,,,QC'd by Aobious
