PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000457000 uM,Activity at 0.0001972026 uM,Activity at 0.0003839484 uM,Activity at 0.0008898812 uM,Activity at 0.00155 uM,Activity at 0.00213 uM,Activity at 0.00547 uM,Activity at 0.00919 uM,Activity at 0.017 uM,Activity at 0.027 uM,Activity at 0.052 uM,Activity at 0.092 uM,Activity at 0.191 uM,Activity at 0.436 uM,Activity at 0.684 uM,Activity at 1.305 uM,Activity at 2.310 uM,Activity at 4.906 uM,Activity at 10.69 uM,Activity at 15.09 uM,Activity at 33.08 uM,Activity at 57.10 uM,Activity at 112.0 uM,Activity at 226.8 uM,Activity at 254.9 uM,Compound QC
RESULT_TYPE,,,,,,,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING,STRING
4772,363680795,136063437,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389517-02/222280410,,Inactive,,,0,,-6.8,4.9549,0.442,13.5,-0.5,4,0 0 0 0 0 1,0,,,,,,,,,0,,,0,,20.7726,,,0,,19.6331,,,0,,,,QC'd by Bio Vision
4773,363680796,3154410,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389519-01/222279616,,Inactive,,,0,,-5.4,4.5045,0.976,0,16,4,0 0 0 0 0 1,18.236,,,,,,,,,17.3251,,,16.1702,,14.2538,,,14.7816,,0,,,18.236,,,,QC'd by APExBIO
4774,363680797,4259,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389526-01/222281583,,Inactive,,,0,,-5.1,4.9549,0.9888,24,0.5,4,1 0 0 0 0 1,0,,,,,,,,,24.0136,,,2.1463,,0,,,0,,20.4259,,,0,,,,QC'd by APExBIO
4775,363680798,11655699,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389540-02/222284445,,Inactive,,,0,,-4.4,4.9549,0.6308,-3.5,20,4,0 0 0 0 0,0,,,,,,,,,11.8989,,,27.3245,,,,,14.2689,,25.4625,,,0,,,,QC'd by Bio Vision
4776,363680799,56644302,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389546-01/222280731,,Inactive,,,0,,-4.4,4.9549,0.7674,21.5,-7.4283,4,0 0 0 0 0 0,17.376,,,,,,,,,-9.3503,,,-1.4456,,-12.3342,,,0,,-13.2736,,,17.376,,,,QC'd by APExBIO
4777,363680800,66646528,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389549-01/222284025,,Inactive,,,0,,-7.6,3.0654,0.7023,4,29.5,4,0 0 0 0 0,11.4008,,,,,,,,,22.673,,,3.9729,,,,,0.0996,,8.304,,,11.4008,,,,QC'd by APExBIO
4778,363680801,3602027,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389553-01/222281212,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,-1.1239,,-1.8032,,,0,,0,,,0,,,,QC'd by APExBIO
4779,363680802,57404073,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389563-01/222280567,,Inactive,,,0,,,,,0,0,4,,-7.7846,,,,,,,,,0,,,-1.5533,,-2.5513,,,-0.8665,,-5.2499,,,-7.7846,,,,QC'd by APExBIO
4780,363680803,9891967,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389564-01/222281617,,Inactive,,,0,,-5.2,4.9549,0.3956,6,-4.7039,4,0 0 0 0 0 0,3.7659,,,,,,,,,0,,,-2.0858,,0,,,-17.2532,,7.5559,,,3.7659,,,,QC'd by APExBIO
4781,363680804,3036703,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389568-01/222281356,,Activator,28.1838,162.2738,0,Partial curve; high efficacy,-4.55,2.0937,0.9905,158.5514,-3.7224,2.1,0 0 0 0 0 0,128.2778,,,,,,,,,-5.3415,,,-11.2406,,-2.3689,,,5.6668,,17.4422,,,128.2778,,,,QC'd by APExBIO
4782,363680805,208910,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389572-02/222279532,,Inactive,,,0,,-5.85,4.9549,0.3675,0,14,4,1 0 0 0 0 0,0,,,,,,,,,27.3872,,,0,,28.3341,,,0,,0.3483,,,0,,,,QC'd by MedChem Express
4783,363680806,71714933,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389579-02/222281605,,Inactive,,,0,,,,,0,0,4,,4.9259,,,,,,,,,6.2283,,,9.8857,,0,,,0,,0,,,4.9259,,,,QC'd by MedChem Express
4784,363680808,4367562,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389583-01/222280616,,Inactive,,,0,,-6.1,4.9549,0.5821,-6.1593,0,4,0 0 0 0 0 1,0,,,,,,,,,0,,,0,,0,,,-10.1328,,-2.1002,,,0,,,,QC'd by APExBIO
4785,363680809,9818231,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389589-03/222283501,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,-1.3543,,,,,0,,-0.9432,,,0,,,,QC'd by Bio Vision
4786,363680810,73602827,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389590-03/222284249,,Inactive,,,0,,-4.95,3.5117,0.9473,0,23.5,4,0 0 0 0 0,0,,,,,,,,,21.2984,,,21.4759,,,,,27.3541,,11.3928,,,0,,,,QC'd by MedChem Express
4787,363680812,78357766,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389591-02/222281188,,Activator,22.3872,193.0102,0,Partial curve; high efficacy,-4.65,2.1876,0.9924,199.2249,6.2147,2.1,0 0 0 0 0 0,177.5623,,,,,,,,,9.0065,,,16.3774,,0,,,2.1751,,42.325,,,177.5623,,,,QC'd by MedChem Express
4788,363680813,49830590,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389594-01/222280698,,Inactive,,,0,,-6.1,4.9549,0.4217,12.5,0.5,4,0 0 0 0 0 0,14.4225,,,,,,,,,0,,,2.2773,,0,,,23.5811,,0,,,14.4225,,,,QC'd by APExBIO
4789,363680815,91989794,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389601-01/222280651,,Inactive,,,0,,-5.15,4.9549,0.7789,-30.4079,-4,4,0 0 0 0 0 1,-3.4371,,,,,,,,,-13.2389,,,0,,-6.9014,,,-3.1734,,-28.2566,,,-3.4371,,,,QC'd by APExBIO
4790,363680817,69621061,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389605-01/222281375,,Inactive,,,0,,-4.35,4.9549,0.4662,24,1.3509,4,0 0 0 0 0 0,18.7734,,,,,,,,,14.8344,,,-7.6243,,3.2164,,,-0.0426,,-2.531,,,18.7734,,,,QC'd by APExBIO
4791,363680818,9802545,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389611-01/222281075,,Inactive,,,0,,-5.25,4.9549,0.4581,7,-8.1104,4,0 0 0 0 0 0,5.0459,,,,,,,,,0,,,0,,-22.592,,,-10.653,,8.4715,,,5.0459,,,,QC'd by Microsource
4792,363680819,57430866,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389612-01/222280409,,Activator,39.8107,155.5905,0,Single point of activity,-4.4,4.4495,0.9762,160.2891,4.6986,3,1 0 0 0 0 0,134.2455,,,,,,,,,22.0981,,,0,,20.5915,,,0,,0,,,134.2455,,,,QC'd by APExBIO
4793,363680820,74832860,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389613-01/222283769,,Inactive,,,0,,,,,0,0,4,,18.1825,,,,,,,,,21.3511,,,6.2347,,,,,15.2838,,13.3829,,,18.1825,,,,QC'd by APExBIO
4794,363680821,46876249,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389614-01/222280154,,Inactive,,,0,,,,,0,0,4,,9.3533,,,,,,,,,14.4788,,,14.6178,,18.2674,,,4.1743,,13.2859,,,9.3533,,,,QC'd by Microsource
4795,363680822,71460547,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389617-01/222281023,,Inactive,,,0,,-5.55,3.5117,0.8762,-24.8278,-1.5,4,0 0 0 0 0 0,-18.2301,,,,,,,,,-2.3407,,,0,,-1.8123,,,-8.6745,,-31.5231,,,-18.2301,,,,QC'd by APExBIO
4796,363680823,75163532,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389618-01/222284269,,Inactive,,,0,,-5.6,1.6825,0.7653,13,22.5,4,0 0 0 0 0,12.7373,,,,,,,,,19.0688,,,26.1894,,,,,17.7685,,14.2099,,,12.7373,,,,QC'd by APExBIO
4797,363680824,25127414,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389622-01/222283154,,Activator,5.0119,51.3397,0,Partial curve; partial efficacy; poor fit,-5.3,1.0693,0.8501,56.4558,5.116,2.4,0 0 0 0 0,53.8397,,,,,,,,,0,,,20.6897,,,,,21.1842,,39.7118,,,53.8397,,,,QC'd by APExBIO
4798,363680825,22570509,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389624-01/222281251,,Inactive,,,0,,-6.75,4.9549,0.8291,23.5,-0.5,4,0 0 0 0 0 1,0,,,,,,,,,0,,,0,,23.9242,,,31.1946,,14.8594,,,0,,,,QC'd by APExBIO
4799,363680826,11351859,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389635-02/222281112,,Inactive,,,0,,-6.8,4.9549,0.6618,11,23.5,4,0 0 0 0 0 0,15.2141,,,,,,,,,23.3759,,,22.7845,,8.4497,,,17.4882,,7.5579,,,15.2141,,,,QC'd by Bio Vision
4800,363680827,21062558,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389640-01/222281715,,Inactive,,,0,,,,,0,0,4,,-2.969,,,,,,,,,-3.095,,,-0.5433,,-3.022,,,-2.0816,,-8.5285,,,-2.969,,,,QC'd by APExBIO
4801,363680828,10115684,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389645-02/222280933,,Activator,15.8489,110.9282,0,Partial curve; high efficacy; poor fit,-4.8,2.4064,0.9987,110.9282,0,2.3,0 1 0 0 0 0,108.7532,,,,,,,,,0,,,39.2002,,0,,,0,,36.2638,,,108.7532,,,,QC'd by Bio Vision
4802,363680829,25262967,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389668-02/222283260,,Inactive,,,0,,,,,0,0,4,,-4.0228,,,,,,,,,0,,,0,,,,,-2.8209,,-4.8915,,,-4.0228,,,,QC'd by Bio Vision
4803,363680830,6450817,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389672-02/222281704,,Activator,39.8107,238.1895,0,Single point of activity,-4.4,3.9295,0.9873,251.1865,12.997,3,0 0 0 0 0 0,205.2177,,,,,,,,,13.6542,,,11.9209,,8.3065,,,29.7267,,5.2642,,,205.2177,,,,QC'd by Bio Vision
4804,363680831,21874004,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389696-01/222283460,,Inactive,,,0,,-4.4,4.9549,0.639,-12.6037,-1,4,0 0 0 0 0,-10.9197,,,,,,,,,-1.413,,,-1.3047,,,,,-5.527,,3.7825,,,-10.9197,,,,QC'd by APExBIO
4805,363680832,49849451,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389700-02/222281562,,Inactive,,,0,,-5.15,4.9549,0.548,-8.6668,11.5,4,0 0 0 0 0 0,-8.0557,,,,,,,,,3.6312,,,0,,24.5925,,,16.7583,,-7.353,,,-8.0557,,,,QC'd by Bio Vision
4806,363680833,9851652,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389701-02/222281291,,Inactive,,,0,,-4.7,3.5117,0.6277,-22.1989,5.5,4,0 0 0 0 0 0,-21.5742,,,,,,,,,0,,,0,,0,,,21.5246,,2.5171,,,-21.5742,,,,QC'd by Bio Vision
4807,363680834,9852353,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389702-01/222281117,,Inactive,,,0,,-4.4,4.9549,0.9526,13.5,-0.8133,4,0 0 1 0 0 0,11.4292,,,,,,,,,0,,,0,,-33.6572,,,0,,-2.7611,,,11.4292,,,,QC'd by APExBIO
4808,363680836,11722448,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389713-01/222281279,,Activator,12.5893,20,0,Partial curve; partial efficacy; poor fit,-4.9,2.4064,0.9363,21,1,2.4,0 0 0 0 0 0,20.3885,,,,,,,,,0,,,0,,5.14,,,0,,9.4995,,,20.3885,,,,QC'd by APExBIO
4809,363680837,11578515,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389714-01/222283328,,Activator,25.1189,113.2727,0,Partial curve; high efficacy,-4.6,2.4729,1,113.283,0.0103,2.1,0 0 0 0 0,99.8969,,,,,,,,,0,,,0,,,,,0,,14.1361,,,99.8969,,,,QC'd by APExBIO
4810,363680838,10364098,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389715-01/222283580,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,9.2301,,,0,,,,,0,,0,,,0,,,,QC'd by APExBIO
4811,363680839,10098508,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389718-02/222284006,,Activator,28.1838,176.2259,0,Single point of activity,-4.55,3.132,0.9942,194.2744,18.0485,3,0 0 0 0 0,176.9348,,,,,,,,,26.8689,,,12.8574,,,,,15.0016,,27.5238,,,176.9348,,,,QC'd by Bio Vision
4812,363680840,11237609,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389721-01/222280020,,Inactive,,,0,,-4.35,4.9549,0.5645,9,18,4,0 0 0 0 0 0,11.1942,,,,,,,,,20.3878,,,15.3116,,15.7288,,,16.9842,,21.2735,,,11.1942,,,,QC'd by APExBIO
4813,363680841,60154901,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389725-01/222281655,,Inactive,,,0,,-5.85,3.9295,0.8471,23.5,1,4,0 0 0 0 0 0,15.8335,,,,,,,,,2.7484,,,0,,0,,,20.83,,31.593,,,15.8335,,,,QC'd by APExBIO
4814,363680843,42602260,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389738-01/222283188,,Inactive,,,0,,-4.4,3.99,0.9998,-13.0327,0,4,0 0 0 0 0,-10.4439,,,,,,,,,0,,,0,,,,,0,,0,,,-10.4439,,,,QC'd by APExBIO
4815,363680844,57882748,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389741-01/222280434,,Inactive,,,0,,-5.9,2.7868,0.901,-17.5701,14.5,4,0 0 0 0 1 0,-17.5584,,,,,,,,,7.1601,,,22.0684,,12.3974,,,-12.3609,,-72.7891,,,-17.5584,,,,QC'd by APExBIO
4816,363680845,57472063,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389743-01/222284092,,Inactive,,,0,,-5.3,4.9549,0.8509,14.5,0.1174,4,0 0 0 0 0,10.9751,,,,,,,,,1.7362,,,1.6767,,,,,-3.2355,,17.6455,,,10.9751,,,,QC'd by APExBIO
4817,363680846,22274119,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389744-01/222281557,,Activator,15.8489,73.7205,0,Partial curve; partial efficacy; poor fit,-4.8,1.6265,0.9094,80.2439,6.5234,2.4,0 0 0 0 0 0,72.4932,,,,,,,,,19.2208,,,16.5554,,2.7273,,,11.0702,,32.5975,,,72.4932,,,,QC'd by APExBIO
4818,363680848,75632113,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389768-02/222280645,,Activator,39.8107,62.8671,0,Single point of activity,-4.4,4.4495,0.9034,68.5777,5.7107,3,0 0 0 0 0 0,57.8934,,,,,,,,,8.1947,,,17.1703,,10.4544,,,0,,0,,,57.8934,,,,QC'd by Bio Vision
4819,363680849,11451527,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389770-01/222283500,,Inactive,,,0,,-5.5,3.2975,0.5473,-0.5,20.5,4,0 0 0 0 1,36.6248,,,,,,,,,9.6501,,,31.2225,,,,,15.3034,,0,,,36.6248,,,,QC'd by APExBIO
4820,363680851,354624,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389786-02/222283909,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,0,,,0,,,,,0,,0,,,0,,,,QC'd by Bio Vision
4821,363680852,46832110,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389788-02/222280447,,Activator,12.5893,136.4547,0,Partial curve; high efficacy,-4.9,2.7202,0.9764,144.1838,7.7292,2.1,1 0 0 0 0 0,140.53,,,,,,,,,21.0939,,,0,,21.7443,,,1.2129,,71.0825,,,140.53,,,,QC'd by Bio Vision
4822,363680853,4701,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389790-01/222281714,,Activator,22.3872,39.2583,0,Single point of activity,-4.65,3.132,0.802,33.0504,-6.2079,3,0 0 0 0 0 0,31.2126,,,,,,,,,-3.6719,,,-0.8959,,0,,,-20.538,,-1.7771,,,31.2126,,,,QC'd by APExBIO
4823,363680854,135398745,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389791-02/222280704,,Activator,39.8107,35,0,Single point of activity,-4.4,4.4495,0.7773,39,4,3,1 0 0 0 0 0,33.079,,,,,,,,,24.6624,,,0,,13.0553,,,11.0836,,0.7283,,,33.079,,,,QC'd by Adooq
4824,363680855,77147233,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389800-01/222284238,,Activator,17.7828,76.023,0,Partial curve; partial efficacy; poor fit,-4.75,1.5334,0.9093,83.2207,7.1977,2.4,0 0 0 0 0,73.023,,,,,,,,,0,,,22.21,,,,,12.3484,,31.9435,,,73.023,,,,QC'd by APExBIO
4825,363680856,1011240,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389802-01/222280473,,Activator,3.5481,47.0335,0,Partial curve; partial efficacy; poor fit,-5.45,1.1492,0.9433,40.4305,-6.603,2.4,0 0 0 0 0 1,0,,,,,,,,,-11.5504,,,0,,-3.0233,,,10.8615,,31.0237,,,0,,,,QC'd by APExBIO
4826,363680857,6604191,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389805-01/222279899,,Activator,19.9526,87.3743,0,Partial curve; partial efficacy,-4.7,2.1211,0.9752,84.1192,-3.2551,2.2,0 0 0 0 0 0,75.5733,,,,,,,,,-8.3968,,,2.9766,,1.551,,,-8.5459,,17.54,,,75.5733,,,,QC'd by APExBIO
4827,363680858,51371330,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389816-01/222280773,,Inactive,,,0,,-6.1,4.9549,0.4833,13,-0.5,4,1 0 0 0 0 0,15.8412,,,,,,,,,20.4485,,,0,,0,,,21.1178,,1.428,,,15.8412,,,,QC'd by Microsource
4828,363680859,9794844,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00389836-01/222280909,,Activator,7.9433,24,0,Complete curve; partial efficacy; poor fit,-5.1,4.5045,0.9999,24,0,1.4,0 0 0 0 0 0,24.1532,,,,,,,,,0,,,0,,0,,,0,,20.0236,,,24.1532,,,,QC'd by Microsource
4829,363680860,64393976,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390007-02/222280320,,Inactive,,,0,,-6.95,4.5045,0.8959,-13.7,-26.4069,4,0 0 0 0 0 1,-23.6155,,,,,,,,,-26.5891,,,-22.5836,,-10.5833,,,-14.1166,,-16.4223,,,-23.6155,,,,QC'd by NCGCChem
4830,363680861,487101,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390187-01/222280076,,Inactive,,,0,,,,,0,0,4,,2.8645,,,,,,,,,4.7737,,-0.4277,,,1.8489,,-1.1256,,,-4.9674,,2.8645,,,,,QC'd by Adooq
4831,363680862,60919,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390218-01/222280400,,Inactive,,,0,,-6.8,4.9549,0.5973,28.1959,5.5,4,0 0 0 0 0 0,19.5696,,,,,,,,,6.9658,,,5.175,,40.1777,,,35.9195,,16.2676,,,19.5696,,,,QC'd by Adooq
4832,363680863,74891360,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390222-01/222280682,,Activator,25.1189,550.107,0,Partial curve; high efficacy,-4.6,1.5386,0.9925,556.7348,6.6278,2.1,0 0 0 0 0 0,441.853,,,,,,,,,0,,,0.7193,,0,,,49.9846,,125.3866,,,441.853,,,,QC'd by Adooq
4833,363680864,59693,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390223-01/222279823,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,0,,,2.1034,,5.6321,,,0,,0,,,0,,,,,QC'd by Adooq
4834,363680865,44626619,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390224-01/222281234,,Inactive,,,0,,-7.6,4.9549,0.3274,11,-2,4,0 0 0 0 0 1,0.2593,,,,,,,,,0,,,19.0371,,10.2598,,,0,,14.8443,,,0.2593,,,,QC'd by Adooq
4835,363680866,135565082,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390231-01/222280837,,Inactive,,,0,,,,,0,0,4,,-1.3976,,,,,,,,-1.3082,,,-0.2398,,-6.4179,,,-8.4311,,-7.9559,,,-1.3976,,,,,QC'd by Adooq
4836,363680867,135413538,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390240-01/222281553,,Inactive,,,0,,,,,0,0,4,,-1.3286,,,,,,,,0,,,-0.1586,,-8.1421,,,-6.0748,,-6.5068,,,-1.3286,,,,,QC'd by Adooq
4837,363680869,122335,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390260-01/222281497,,Inactive,,,0,,-6.4,3.0654,0.5853,16,0,4,0 0 0 0 0 1,0,,,,,,,,,0,,,0,,9.5309,,,25.5024,,6.486,,,0,,,,QC'd by Adooq
4838,363680870,46853447,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390267-02/222280385,,Inactive,,,0,,-5.05,4.095,0.5321,12,-7.7207,4,0 0 0 0 0 0,12.3714,,,,,,,,,0,,,0,,-23.1006,,,-7.6725,,6.2547,,,12.3714,,,,QC'd by Bio Vision
4839,363680871,40113,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390271-01/222280336,,Inactive,,,0,,-6.1,4.9549,0.4409,-15.4846,0.5,4,0 0 0 0 0 1,0,,,,,,,,,0,,,0,,0,,,-28.7372,,-2.0697,,,0,,,,QC'd by Adooq
4840,363680872,58124325,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390276-01/222280751,,Inactive,,,0,,-6.15,4.9549,0.6915,-19.6883,0,4,0 0 0 0 0 0,-11.1965,,,,,,,,,0,,,0,,-1.3116,,,-32.2402,,-15.6327,,,-11.1965,,,,QC'd by Adooq
4841,363680873,46241268,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390283-03/222280677,,Inactive,,,0,,-5.5,1.4487,0.598,-4.389,28.5671,4,0 0 0 0 0 1,34.9881,,,,,,,,,17.5134,,,43.8898,,20.9038,,,16.9687,,0,,,34.9881,,,,QC'd by Glixx
4842,363680874,135564632,Inactive,0,http://assay.nih.gov/htsws/rest/display/zika-ns2b-ns3-rhodamine-p1-NPACT/NCGC00390286-01/222280027,,Inactive,,,0,,,,,0,0,4,,0,,,,,,,,,-2.5752,,,-3.1284,,0,,,-4.5368,,0,,,0,,,,QC'd by Adooq
